Rho at Nucleus,DelSqRho,V,G,K,L,Vnuc,Ven,Vrep,DelSqV,DelSqVen,DelSqVrep,DelSqG,DelSqK,ESP,ESP at Nucleus,ESPe,ESPe at Nucleus,ESPn,ESPn at Nucleus,q(A),L(A),K(A),K_Scaled(A),|Mu_Intra(A)|,Shift,Brutto,Complex,Geometry,Charge_class,Ligand,Source_doi,Molecular dipole,Smiles
1858104.8,-1.01665E+13,-2.54205E+12,217386409.7,2.54183E+12,2.54161E+12,7800000010,-1.44932E+16,1.44907E+16,4.05932E+19,4.35E+32,-4.34797E+32,4.63656E+18,-4.52298E+19,-609.9110132,-609.9110132,-619.4365935,-619.4365935,9.525580309,9.525580309,0.698052261,-0.000139972,24953.79631,-24953.79631,0.000869209,-2580,[Pt(NH3)4] 2+ ,531,sq-pl,cation,org,https://doi.org/10.1002/ejic.202000474,6.14E-04,[H]N([H])[H].[H]N([H])[H].[H]N([H])[H].[H]N([H])[H].[Pt+2]
1858103.929,-1.01665E+13,-2.54205E+12,217386005.7,2.54183E+12,2.54161E+12,7800000011,-1.44932E+16,1.44907E+16,4.05932E+19,4.35E+32,-4.34777E+32,4.63656E+18,-4.52297E+19,-610.084305,-610.084305,-621.2031121,-621.2031121,11.11880712,11.11880712,0.607664317,-1.82E-05,24953.84815,-24953.84815,0.120865602,-2353,[Pt(NH3)3Cl]+ ,532,sq-pl,cation,hal-org,https://doi.org/10.1002/ejic.202000474,1.97E+00,[H]N([H])[H].[H]N([H])[H].[H]N([H])[H].[Pt+]Cl
1858103.3,-1.01664E+13,-2.54205E+12,217384720.4,2.54183E+12,2.54161E+12,7800000015,-1.44932E+16,1.44907E+16,4.05932E+19,4.35E+32,-4.34779E+32,4.63656E+18,-4.52297E+19,-610.0872115,-610.0872115,-624.9268842,-624.9268842,14.83967267,14.83967267,0.529284894,-0.000290963,24953.85882,-24953.85882,0.028991359,-2492,[Pt(NH3)3Br]+ ,533,sq-pl,cation,hal-org,https://doi.org/10.1002/ejic.202000474,1.88E+00,[H]N([H])[H].[H]N([H])[H].[H]N([H])[H].[Pt+]Br
1858102.62,-1.01664E+13,-2.54205E+12,217383297.9,2.54183E+12,2.54161E+12,7800000018,-1.44932E+16,1.44907E+16,4.05932E+19,4.35E+32,-4.34775E+32,4.63655E+18,-4.52297E+19,-610.0910095,-610.0910095,-628.0058565,-628.0058565,17.91484701,17.91484701,0.397830449,8.13E-05,24953.88539,-24953.88539,0.307221507,-2819,[Pt(NH3)3I]+ ,534,sq-pl,cation,hal-org,https://doi.org/10.1002/ejic.202000474,1.75E+00,[H]N([H])[H].[H]N([H])[H].[H]N([H])[H].[Pt+]I
1858101.649,-1.01664E+13,-2.54204E+12,217384897.1,2.54183E+12,2.54161E+12,7800000013,-1.44932E+16,1.44907E+16,4.05931E+19,4.35E+32,-4.34793E+32,4.63655E+18,-4.52297E+19,-610.2487126,-610.2487126,-622.8754868,-622.8754868,12.62677421,12.62677421,0.551100476,-0.000164875,24953.83407,-24953.83407,0.146707584,-2101,cis-[Pt(NH3)2Cl2] ,535,sq-pl,neutral,hal-org,https://doi.org/10.1002/ejic.202000474,3.97E+00,[H]N([H])[H].[H]N([H])[H].Cl[Pt]Cl
1858100.944,-1.01664E+13,-2.54204E+12,217383651.5,2.54183E+12,2.54161E+12,7800000016,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34792E+32,4.63655E+18,-4.52297E+19,-610.2497773,-610.2497773,-626.5780503,-626.5780503,16.32827294,16.32827294,0.477976594,0.000447343,24953.84799,-24953.84799,0.113876097,-2254,cis-[Pt(NH3)2ClBr] ,536,sq-pl,neutral,hal-org,https://doi.org/10.1002/ejic.202000474,4.00E+00,[H]N([H])[H].[H]N([H])[H].Br[Pt]Cl
1858100.523,-1.01664E+13,-2.54204E+12,217382663.6,2.54183E+12,2.54161E+12,7800000020,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34794E+32,4.63655E+18,-4.52297E+19,-610.2493473,-610.2493473,-630.2904744,-630.2904744,20.04112703,20.04112703,0.413147992,0.000130504,24953.85454,-24953.85454,0.059611752,-2428,cis-[Pt(NH3)2Br2],537,sq-pl,neutral,hal-org,https://doi.org/10.1002/ejic.202000474,3.96E+00,[H]N([H])[H].[H]N([H])[H].Br[Pt]Br
1858100.206,-1.01664E+13,-2.54204E+12,217382454,2.54183E+12,2.54161E+12,7800000019,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34791E+32,4.63655E+18,-4.52296E+19,-610.2504985,-610.2504985,-629.6580596,-629.6580596,19.40756112,19.40756112,0.36111887,-1.55E-05,24953.87363,-24953.87363,0.309575874,-2615,cis-[Pt(NH3)2ClI] ,538,sq-pl,neutral,hal-org,https://doi.org/10.1002/ejic.202000474,4.00E+00,[H]N([H])[H].[H]N([H])[H].I[Pt]Cl
1858099.417,-1.01664E+13,-2.54204E+12,217381184.1,2.54182E+12,2.54161E+12,7800000023,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.34791E+32,4.63655E+18,-4.52296E+19,-610.251701,-610.251701,-633.36979,-633.36979,23.11808905,23.11808905,0.284653256,-0.000202507,24953.88732,-24953.88732,0.28972095,-2830,cis-[Pt(NH3)2BrI] ,539,sq-pl,neutral,hal-org,https://doi.org/10.1002/ejic.202000474,4.01E+00,[H]N([H])[H].[H]N([H])[H].I[Pt]Br
1858098.562,-1.01664E+13,-2.54204E+12,217379984.7,2.54182E+12,2.54161E+12,7800000026,-1.44932E+16,1.44906E+16,4.05931E+19,4.35E+32,-4.3479E+32,4.63654E+18,-4.52296E+19,-610.2527161,-610.2527161,-636.4554932,-636.4554932,26.20277717,26.20277717,0.165593568,-0.000160435,24953.91296,-24953.91296,0.406347392,-3309,cis-[Pt(NH3)2I2] ,540,sq-pl,neutral,hal-org,https://doi.org/10.1002/ejic.202000474,4.00E+00,[H]N([H])[H].[H]N([H])[H].I[Pt]I
1858102.786,-1.01664E+13,-2.54205E+12,217385200.5,2.54183E+12,2.54161E+12,7800000013,-1.44932E+16,1.44907E+16,4.05932E+19,4.35E+32,-4.34796E+32,4.63655E+18,-4.52297E+19,-610.2499257,-610.2499257,-622.8851059,-622.8851059,12.63518026,12.63518026,0.56460789,2.06E-05,24953.87756,-24953.87756,0.001045995,-2104,trans-[Pt(NH3)2Cl2] ,541,sq-pl,neutral,hal-org,https://doi.org/10.1002/ejic.202000474,9.37E-04,[H]N([H])[H].[H]N([H])[H].Cl[Pt]Cl
1858102.563,-1.01664E+13,-2.54205E+12,217384307.4,2.54183E+12,2.54161E+12,7800000016,-1.44932E+16,1.44907E+16,4.05931E+19,4.35E+32,-4.34796E+32,4.63655E+18,-4.52297E+19,-610.248804,-610.248804,-626.5575135,-626.5575135,16.30870947,16.30870947,0.49955119,0.000222644,24953.88644,-24953.88644,0.140945225,-2293,trans-[Pt(NH3)2ClBr] ,542,sq-pl,neutral,hal-org,https://doi.org/10.1002/ejic.202000474,1.12E-01,[H]N([H])[H].[H]N([H])[H].Cl[Pt]Br
1858102.379,-1.01664E+13,-2.54205E+12,217383348.7,2.54183E+12,2.54161E+12,7800000020,-1.44932E+16,1.44907E+16,4.05931E+19,4.35E+32,-4.34796E+32,4.63655E+18,-4.52297E+19,-610.247786,-610.247786,-630.2165637,-630.2165637,19.96877763,19.96877763,0.435721328,-0.000317445,24953.8918,-24953.8918,0.000853485,-2557,trans-[Pt(NH3)2Br2],543,sq-pl,neutral,hal-org,https://doi.org/10.1002/ejic.202000474,9.71E-04,[H]N([H])[H].[H]N([H])[H].Br[Pt]Br
1858102.087,-1.01664E+13,-2.54205E+12,217382444.5,2.54183E+12,2.54161E+12,7800000023,-1.44932E+16,1.44907E+16,4.05931E+19,4.35E+32,-4.34796E+32,4.63655E+18,-4.52297E+19,-610.2468643,-610.2468643,-633.2647156,-633.2647156,23.01785123,23.01785123,0.331029248,-0.000104102,24953.91084,-24953.91084,0.24285305,-2999,trans-[Pt(NH3)2BrI] ,544,sq-pl,neutral,hal-org,https://doi.org/10.1002/ejic.202000474,8.27E-02,[H]N([H])[H].[H]N([H])[H].Br[Pt]I
1858101.883,-1.01664E+13,-2.54205E+12,217381488.4,2.54183E+12,2.54161E+12,7800000026,-1.44932E+16,1.44907E+16,4.05931E+19,4.35E+32,-4.34796E+32,4.63655E+18,-4.52297E+19,-610.2460246,-610.2460246,-636.2853001,-636.2853001,26.03927547,26.03927547,0.231258936,-4.64E-05,24953.92675,-24953.92675,0.001425708,-3372,trans-[Pt(NH3)2I2],545,sq-pl,neutral,hal-org,https://doi.org/10.1002/ejic.202000474,5.22E-03,[H]N([H])[H].[H]N([H])[H].I[Pt]I
1858097.748,-1.01664E+13,-2.54204E+12,217382329,2.54182E+12,2.5416E+12,7800000014,-1.44932E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.34794E+32,4.63654E+18,-4.52296E+19,-610.4109402,-610.4109402,-624.433645,-624.433645,14.02270483,14.02270483,0.520728895,-0.00037852,24953.80335,-24953.80335,0.03682925,-1884,[Pt(NH3)Cl3],546,sq-pl,anion,hal-org,https://doi.org/10.1002/ejic.202000474,4.75E+00,Cl[Pt](Cl)Cl.[H]N([H])[H]
1858106.422,-1.01665E+13,-2.54205E+12,217381287,2.54183E+12,2.54162E+12,7800000023,-1.44932E+16,1.44907E+16,4.05932E+19,4.34E+32,-4.34489E+32,4.63656E+18,-4.52298E+19,-610.358588,-610.358588,-633.6244676,-633.6244676,23.26587963,23.26587963,0.439828563,-0.000291408,24953.9391,-24953.9391,0.284796481,-2534,[Pt(NH3)Br3],547,sq-pl,anion,hal-org,https://doi.org/10.1002/ejic.202000474,2.97E+00,Br[Pt](Br)Br.[H]N([H])[H]
1858096.71,-1.01664E+13,-2.54204E+12,217378862.7,2.54182E+12,2.5416E+12,7800000027,-1.44932E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.34795E+32,4.63654E+18,-4.52296E+19,-610.3996451,-610.3996451,-637.7639635,-637.7639635,27.36431836,27.36431836,0.217190601,-0.000324344,24953.85878,-24953.85878,0.083873922,-3298,trans-[Pt(NH3)ClI2],548,sq-pl,anion,hal-org,https://doi.org/10.1002/ejic.202000474,4.49E+00,Cl[Pt](I)I.[H]N([H])[H]
1858095.591,-1.01664E+13,-2.54204E+12,217376855,2.54182E+12,2.5416E+12,7800000034,-1.44931E+16,1.44906E+16,4.0593E+19,4.35E+32,-4.34793E+32,4.63654E+18,-4.52295E+19,-610.3964282,-610.3964282,-644.529925,-644.529925,34.13349681,34.13349681,0.034753522,-6.20E-05,24953.89466,-24953.89466,0.314480952,-4250,[Pt(NH3)I3],549,sq-pl,anion,hal-org,https://doi.org/10.1002/ejic.202000474,4.73E+00,I[Pt](I)I.[H]N([H])[H]
